,descr,label
29,"No products in the cart.. No products in the cart.. 
€3,500.00. The MinFarm LoRaWAN Gateway is the only solution on the market today that supports LoRaWAN in locations with no telecommunication or power infrastructure. Using the Iridium Short Burst Data (SBD) satellite services the MinFarm LoRaWAN Gateway provides LoRa coverage to commercial off-the-shelf (COTS) LoRa sensors anywhere in the world. In ultra low power mode the MinFarm LoRaWAN Gateway can power from a single 50 W solar panel for continuous operation. The MinFarm LoRaWAN Gateway is an IP67 unit, tested for year round operation in extreme outdoor environments..   
 Estimated Shipment: Max. 30 days. In stock. — OR —. Remote dam monitoring requires engineers to make onsite visits to measure key safety metrics. These onsite visits to locations that are often extremely remote are expensive and do not occur on a frequent basis. LoRaWAN sensors with satellite connectivity offers 24/7 availability of key sensor metrics, that can enable remote engineers, take decisions regarding the safety of the dam and when onsite visits are necessary. This leads to lower running costs of dam maintenance, better flood monitoring and real-time warning systems.. • Remote water pipe monitoring with LoRaWAN. Remote pipeline monitoring with a MinFarm LoRaWAN Gateway,  both reduces the requirement for onsite maintenance visits by engineers to pipeline infrastructure and greatly enhances the effectiveness of such visits to identify pipeline components that are leading to water loss. A single MinFarm LoRaWAN Gateway is capable of giving up to 15 km radius coverage to multiple water sensors that monitor water levels. The Gateway can operate entirely off-grid, drawing power from a single 50 W solar panel and communicating via Inmarsat or Iridium packet data services. Both grid power and terrestrial communications infrastructure are typically absent or unreliable over the entirety of a remote pipeline. Where leakage of water can be anywhere between 20% to 50% of water supply, realtime data provided to remote engineers via low cost satellite links is a very effective way to improve water infrastructure performance.. 
			LoRa		. LoRaWAN Door-Window Sensor. 
			LoRa		. LoRaWAN Smart Meter. 
			IoT KITS		. Logistics & Tracking Discovery Kit HW-868. 
			LoRa		. WATER METER AMR1-(868MhZ)-LR. NetOP EURO B.V.Westerstraat 2A1156AB MARKENTHE NETHERLANDS. +31 629 180 583 - [Only for sales not for support][Available Office Hours: EU Time between 07:00 – 16:00 in weekdays]. support@iot-shops.com[Support will get back to usually within 24-48 hours]. 
Username or email address *
 . 
Password *

. 

 Remember me

 Log in
. 
Lost your password?
. 
Email address *
 . A password will be sent to your email address.. Your personal data will be used to support your experience throughout this website, to manage access to your account, and for other purposes described in our privacy policy.. 
 Register
. ",0
30,"No products in the cart.. No products in the cart.. 
€100.00. Around ~20% of daytime traffic is caused by motorised vehicles searching for parking lots. It is a road surface mountable smart parking presence sensor that brings new and effective solutions for parking industry.. IoT (Internet of Things) network compatibility makes sensor a perfect choice for any parking infrastructure. Simplified open protocol allows fast and easy integration in any IT or Smart City platform.. Unique construction and high quality components together proven geomagnetic detection sensor provides superior detection rate and durability in harshest environmental conditions..   
 Estimated Shipment: Max. 15 days. — OR —. Around ~20% of daytime traffic is caused by motorized vehicles searching for parking lots. It is a road surface mountable smart parking presence sensor that brings new and effective solutions for parking industry.. IoT (Internet of Things) network compatibility makes sensor a perfect choice for any parking infrastructure. Simplified open protocol allows fast and easy integration in any IT or Smart City platform.. Unique construction and high quality components together proven geomagnetic detection sensor provides superior detection rate and durability in harshest environmental conditions.. Mobile Application can be found on the mobile market: or Google Drive (password of mobile application: 1234).  . AS923, EU868, US915. 
			LoRaWan Devices		. LIGHT METER-LR. 
			LoRaWan Devices		. OPEN-CLOSED DOOR SENSOR-LR. 
			LoRaWan Devices		. ULTRASONIC DISTANCE SENSOR-LR. 
			LoRaWan Devices		. PIR SENSOR-LR. NetOP EURO B.V.Westerstraat 2A1156AB MARKENTHE NETHERLANDS. +31 629 180 583 - [Only for sales not for support][Available Office Hours: EU Time between 07:00 – 16:00 in weekdays]. support@iot-shops.com[Support will get back to usually within 24-48 hours]. 
Username or email address *
 . 
Password *

. 

 Remember me

 Log in
. 
Lost your password?
. 
Email address *
 . A password will be sent to your email address.. Your personal data will be used to support your experience throughout this website, to manage access to your account, and for other purposes described in our privacy policy.. 
 Register
. ",0
31,"No products in the cart.. No products in the cart.. 
€79.00. Temperature and humidity sensor is designed for in-home and in-building usage for consumer or facility management applications. The design is optimized for high volume manufacturing, optimal battery lifetime, and pleasing aesthetics for in-building placement..   
 Estimated Shipment: Max. 30 days. — OR —. Temperature and humidity sensor is designed for in-home and in-building usage for consumer or facility management applications. The design is optimized for high volume manufacturing, optimal battery lifetime, and pleasing aesthetics for in-building placement..  . 
			LoRa		. CONVERTER 0-10V, 4-20 mA-(868MhZ)-LR. 
			LoRa		. DRY CONTACT SENSOR BOX. 
			LoRa		. LoRaWAN Object Locator. 
			LoRa		. Power Meter Reader. NetOP EURO B.V.Westerstraat 2A1156AB MARKENTHE NETHERLANDS. +31 629 180 583 - [Only for sales not for support][Available Office Hours: EU Time between 07:00 – 16:00 in weekdays]. support@iot-shops.com[Support will get back to usually within 24-48 hours]. 
Username or email address *
 . 
Password *

. 

 Remember me

 Log in
. 
Lost your password?
. 
Email address *
 . A password will be sent to your email address.. Your personal data will be used to support your experience throughout this website, to manage access to your account, and for other purposes described in our privacy policy.. 
 Register
. ",0
32,"No products in the cart.. No products in the cart.. 
€152.00. LoRaWAN Pulse Meter unit designed to function in combination with B Meters’ IWM PL-3 or IWM PL-4 pulse meters. Automatic pulse meter reading of various water meters. LoRaWAN unit can be placed separately from water meter, making it excellent for water meters installed in harsh environments. Price excludes IWM-PL units and mechanical water meters..   
 Estimated Shipment: Max. 15 days. In stock. — OR —. LoRaWAN Pulse Meter unit designed to function in combination with B Meters’ IWM PL-3 or IWM PL-4 pulse meters. Automatic pulse meter reading of various water meters. LoRaWAN unit can be placed separately from water meter, making it excellent for water meters installed in harsh environments. Price excludes IWM-PL units and mechanical water meters.. Compatible with WDE-K50 Woltmann water meters (IWM PL-4). 
			LoRa		. CO2 Meter-(868MhZ)-LR. 
			LoRa		. Industrial Module – ModBUS Bridge. 
			LoRa		. MANHOLE SENSOR WITH SWITCH-LR. 
			LoRa		. LoraWan Temp-Humidity Sensor. NetOP EURO B.V.Westerstraat 2A1156AB MARKENTHE NETHERLANDS. +31 629 180 583 - [Only for sales not for support][Available Office Hours: EU Time between 07:00 – 16:00 in weekdays]. support@iot-shops.com[Support will get back to usually within 24-48 hours]. 
Username or email address *
 . 
Password *

. 

 Remember me

 Log in
. 
Lost your password?
. 
Email address *
 . A password will be sent to your email address.. Your personal data will be used to support your experience throughout this website, to manage access to your account, and for other purposes described in our privacy policy.. 
 Register
. ",0
33,"No products in the cart.. No products in the cart.. 
€191.00. Converter LoRaWAN unit designed to connect 2 external analogue probes to your LoRaWAN network. Fit for industrial environments, built to have many years of maintenance free battery life..   
 Estimated Shipment: Max. 15 days. In stock. — OR —. Converter 0-10V, 4-20 mA LoRaWAN unit designed to connect 2 external analogue probes to your LoRaWAN network. Fit for industrial environments, built to have many years of maintenance free battery life.. 
			LoRa		. TEMPERATURE AND HUMIDITY SENSOR-(868MhZ)-LR. 
			LoRa		. Satellite LoRaWAN™ Gateway. 
			LoRa		. WATER METER AMR1-(868MhZ)-LR. 
			LoRa		. MULTI-JET WATER METER-(868MhZ)-LR. NetOP EURO B.V.Westerstraat 2A1156AB MARKENTHE NETHERLANDS. +31 629 180 583 - [Only for sales not for support][Available Office Hours: EU Time between 07:00 – 16:00 in weekdays]. support@iot-shops.com[Support will get back to usually within 24-48 hours]. 
Username or email address *
 . 
Password *

. 

 Remember me

 Log in
. 
Lost your password?
. 
Email address *
 . A password will be sent to your email address.. Your personal data will be used to support your experience throughout this website, to manage access to your account, and for other purposes described in our privacy policy.. 
 Register
. ",0
34,"No products in the cart.. No products in the cart.. 
€2,500.00. Smart Asset Monitoring Solution allows you to take advantage of your connected devices to transform data into intelligent information for cold-chain monitoring or to create alerts on doors opening..   
 Estimated Shipment: Max. 15 days. In stock. — OR —.  . 
			LoRa		. MANHOLE SENSOR WITH SWITCH-LR. 
			LoRa		. WATER METER AMR1-(868MhZ)-LR. 
			LoRa		. PULSE METER-(868MhZ)-LR. 
			LoRa		. TEMPERATURE AND HUMIDITY SENSOR-(868MhZ)-LR. NetOP EURO B.V.Westerstraat 2A1156AB MARKENTHE NETHERLANDS. +31 629 180 583 - [Only for sales not for support][Available Office Hours: EU Time between 07:00 – 16:00 in weekdays]. support@iot-shops.com[Support will get back to usually within 24-48 hours]. 
Username or email address *
 . 
Password *

. 

 Remember me

 Log in
. 
Lost your password?
. 
Email address *
 . A password will be sent to your email address.. Your personal data will be used to support your experience throughout this website, to manage access to your account, and for other purposes described in our privacy policy.. 
 Register
. ",0
35,"No products in the cart.. No products in the cart.. 
€3,000.00. Smart Logistics & Tracking Solution allows you to optimize your logistic flows and secure your assets, whether it is between different production sites or even inside a building thanks to a seamless and cost/energy-efficient geolocation approach..   
 Estimated Shipment: Max. 15 days. In stock. — OR —.  . 
			LoRa		. CONVERTER 0-10V, 4-20 mA-(868MhZ)-LR. 
			LoRa		. DRY CONTACT SENSOR BOX. 
			LoRa		. PULSE METER-(868MhZ)-LR. 
			LoRa		. LoRaWAN Object Locator. NetOP EURO B.V.Westerstraat 2A1156AB MARKENTHE NETHERLANDS. +31 629 180 583 - [Only for sales not for support][Available Office Hours: EU Time between 07:00 – 16:00 in weekdays]. support@iot-shops.com[Support will get back to usually within 24-48 hours]. 
Username or email address *
 . 
Password *

. 

 Remember me

 Log in
. 
Lost your password?
. 
Email address *
 . A password will be sent to your email address.. Your personal data will be used to support your experience throughout this website, to manage access to your account, and for other purposes described in our privacy policy.. 
 Register
. ",0
36,"No products in the cart.. No products in the cart.. 
€2,500.00. Smart Facility Management Kit allows you to make your building Smart in one hour. Whether you’re looking to optimize occupancy, improve washroom cleaning or monitor building comfort level, our ready-to-deploy solutions include everything you and your customers need for easy deployment..   
 Estimated Shipment: Max. 15 days. In stock. — OR —.  . 
			LoRa		. CONVERTER 0-10V, 4-20 mA-(868MhZ)-LR. 
			LoRa		. LoRaWAN Smart Meter. 
			IoT KITS		. Asset Monitoring Discovery Kit HW-868. 
			LoRa		. Cold Chain Sensor. NetOP EURO B.V.Westerstraat 2A1156AB MARKENTHE NETHERLANDS. +31 629 180 583 - [Only for sales not for support][Available Office Hours: EU Time between 07:00 – 16:00 in weekdays]. support@iot-shops.com[Support will get back to usually within 24-48 hours]. 
Username or email address *
 . 
Password *

. 

 Remember me

 Log in
. 
Lost your password?
. 
Email address *
 . A password will be sent to your email address.. Your personal data will be used to support your experience throughout this website, to manage access to your account, and for other purposes described in our privacy policy.. 
 Register
. ",0
37,"No products in the cart.. No products in the cart.. 
€2,500.00. Smart Building Discovery Kit HW-868 allows you to optimize Smart Building Operation and Maintenance Solution. Come and discover how you can reduce your Energy and Water costs, improve your operational efficiency and create new value monetizing your building assets (new digital services)..   
 Estimated Shipment: Max. 15 days. In stock. — OR —.  . 
			BLE5.0 Gateways		. BLE WiFi + GSM Indoor Gateway. 
			IoT KITS		. IoT PRO-KIT-LR. 
			IoT KITS		. IoT STARTER-KIT-BLE. 
			LoRa		. CONVERTER 0-10V, 4-20 mA-(868MhZ)-LR. NetOP EURO B.V.Westerstraat 2A1156AB MARKENTHE NETHERLANDS. +31 629 180 583 - [Only for sales not for support][Available Office Hours: EU Time between 07:00 – 16:00 in weekdays]. support@iot-shops.com[Support will get back to usually within 24-48 hours]. 
Username or email address *
 . 
Password *

. 

 Remember me

 Log in
. 
Lost your password?
. 
Email address *
 . A password will be sent to your email address.. Your personal data will be used to support your experience throughout this website, to manage access to your account, and for other purposes described in our privacy policy.. 
 Register
. ",0
38,"No products in the cart.. No products in the cart.. 
€400.00. The MatchX LPWAN Gateway is a feature rich LoRaWAN gateway with models certified around the globe. With Listen-Before-Talk technology (available in Europe, Japan and South Korea), MatchX Gateways are built to avoid data-collision, ensuring the reliable transmission of your data..   
 Estimated Shipment: Max. 10 days. — OR —. AS923, AU915-928, EU863-870, IN865-867, KR920-923, US902-928. 
			LoRaWan Gateways		. KERLINK WIRNET IBTS GATEWAY. 
			LoRa		. Kerlink WirnetTM iStation. 
			LoRaWan Gateways		. Kerlink WirnetTM iFemtoCell-evolution. 
			LoRaWan Gateways		. Kerlink Wirnet IfemtoCell Gateway. NetOP EURO B.V.Westerstraat 2A1156AB MARKENTHE NETHERLANDS. +31 629 180 583 - [Only for sales not for support][Available Office Hours: EU Time between 07:00 – 16:00 in weekdays]. support@iot-shops.com[Support will get back to usually within 24-48 hours]. 
Username or email address *
 . 
Password *

. 

 Remember me

 Log in
. 
Lost your password?
. 
Email address *
 . A password will be sent to your email address.. Your personal data will be used to support your experience throughout this website, to manage access to your account, and for other purposes described in our privacy policy.. 
 Register
. ",0
39,"No products in the cart.. No products in the cart.. 
€82.00 – €169.00. NETOP 2 Plane (Duble Axis) Tilt sensor is a long range wireless sensor which can be used for monitoring of angle between the device and earth (ground). The device gives 2 separate outputs of the angle of tilt as Tilt X and Tilt Y(as an example: Tilt X: +10,0 degree and Tilt Y: -15,0 degree). This sensor is compatible with LoRaWAN technology. The standard version of this sensor is powered by one replaceable 3.6 V AA sized battery (included with purchase). |.   
 Estimated Shipment: Max. 15 days. — OR —. NETOP 2 Plane (Duble Axis) Tilt sensor is a long range wireless sensor which can be used for monitoring of angle between the device and earth (ground). The device gives 2 separate outputs of the angle of tilt as Tilt X and Tilt Y(as an example: Tilt X: +10,0 degree and Tilt Y: -15,0 degree). This sensor is compatible with LoRaWAN technology. The standard version of this sensor is powered by one replaceable 3.6 V AA sized battery (included with purchase).. IP65 (Standard), IP67. AS923, AU915, EU868, IN865, KR920, US915. 3.6V Li-SOCl2 (AA size 1x), 3.6V Li-SOCl2 (AA size 2x), Solar Rechargeable Battery, Solar-USB-Wireless Rechargeable Battery, Solar-Wireless Rechargeable Battery, USB Rechargeable Battery, Wireless Rechargeable Battery. 
			LoRaWan Devices		. Water Tank Level Threshold Sensor-LR. 
			LoRaWan Devices		. 3 PHASE CURRENT METER-LR. 
			LoRaWan Devices		. MOTION SENSOR-LR. 
			LoRaWan Devices		. DRY CONTACT-LR. NetOP EURO B.V.Westerstraat 2A1156AB MARKENTHE NETHERLANDS. +31 629 180 583 - [Only for sales not for support][Available Office Hours: EU Time between 07:00 – 16:00 in weekdays]. support@iot-shops.com[Support will get back to usually within 24-48 hours]. 
Username or email address *
 . 
Password *

. 

 Remember me

 Log in
. 
Lost your password?
. 
Email address *
 . A password will be sent to your email address.. Your personal data will be used to support your experience throughout this website, to manage access to your account, and for other purposes described in our privacy policy.. 
 Register
. ",0
40,"No products in the cart.. No products in the cart.. 
€127.00 – €196.00. NETOP Waste Bin sensor is a long range wireless sensor which can be used for monitoring waste container’s fill level of waste bin/container by using highly optimized ultrasonic sensor. It enables an optimization in the route planning for waste collection and provides improved container management. This sensor is compatible with LoRaWAN technology. The standard version of this sensor is powered by one replaceable 3.6 V AA sized battery (included with purchase).. If you select standard battery option, please remember to use exactly 3 pieces of 3.6 Volt Batteries for this sensor. If you use 1 or 2 batteries, the sensor can not connect your network..   
 Estimated Shipment: Max. 15 days. — OR —. NETOP Waste Bin sensor is a long range wireless sensor which can be used for monitoring waste container’s fill level of waste bin/container by using highly optimized ultrasonic sensor. It enables an optimization in the route planning for waste collection and provides improved container management. This sensor is compatible with LoRaWAN technology. The standard version of this sensor is powered by one replaceable 3.6 V AA sized battery (included with purchase).. If you select standard battery option, please remember to use exactly 3 pieces of 3.6 Volt Batteries for this sensor. If you use 1 or 2 batteries, the sensor can not connect your network.. IP65 (Standard), IP67. 3.6V Li-SOCl2 (AA size 1x), 3.6V Li-SOCl2 (AA size 2x), 3.6V Li-SOCl2 (AA size 3x). 
			BLE5.0 Devices		. Water Tank Level Threshold Sensor-BLE. 
			BLE5.0 Devices		. WATER FLOODING SENSOR-BLE. 
			LoRaWan Devices		. LIGHT METER-LR. 
			LoRaWan Devices		. MOTION SENSOR-LR. NetOP EURO B.V.Westerstraat 2A1156AB MARKENTHE NETHERLANDS. +31 629 180 583 - [Only for sales not for support][Available Office Hours: EU Time between 07:00 – 16:00 in weekdays]. support@iot-shops.com[Support will get back to usually within 24-48 hours]. 
Username or email address *
 . 
Password *

. 

 Remember me

 Log in
. 
Lost your password?
. 
Email address *
 . A password will be sent to your email address.. Your personal data will be used to support your experience throughout this website, to manage access to your account, and for other purposes described in our privacy policy.. 
 Register
. ",0
41,"No products in the cart.. No products in the cart.. 
€90.00 – €177.00. NETOP Open-Close Door sensor is a long range wireless sensor which can be used for opened/closed applications that provide information on the status of doors, windows, cabinets, etc. So it could be monitored that there is any entrance into security room which is not allowed, or if a door or window has been left open. This sensor is compatible with LoRaWAN technology. The standard version of this sensor is powered by one replaceable 3.6 V AA sized battery (included with purchase)..   
 Estimated Shipment: Max. 15 days. — OR —.  . IP65 (Standard), IP67. AS923, AU915, EU868, IN865, KR920, US915. 3.6V Li-SOCl2 (AA size 1x), 3.6V Li-SOCl2 (AA size 2x), Solar Rechargeable Battery, Solar-USB-Wireless Rechargeable Battery, Solar-Wireless Rechargeable Battery, USB Rechargeable Battery, Wireless Rechargeable Battery. 
			LoRaWan Devices		. PT100 TEMPERATURE-LR. 
			LoRaWan Devices		. ACCELEROMETER-LR. 
			NB-IoT Devices		. Water Tank Level Threshold Sensor-NB. 
			LoRaWan Devices		. BUTTON-LR. NetOP EURO B.V.Westerstraat 2A1156AB MARKENTHE NETHERLANDS. +31 629 180 583 - [Only for sales not for support][Available Office Hours: EU Time between 07:00 – 16:00 in weekdays]. support@iot-shops.com[Support will get back to usually within 24-48 hours]. 
Username or email address *
 . 
Password *

. 

 Remember me

 Log in
. 
Lost your password?
. 
Email address *
 . A password will be sent to your email address.. Your personal data will be used to support your experience throughout this website, to manage access to your account, and for other purposes described in our privacy policy.. 
 Register
. ",0
42,"No products in the cart.. No products in the cart.. 
€85.00 – €183.00. NETOP Magnetic Door Counter sensor is a long range wireless sensor which counts door opening-closing by using magnetic add-on. Each opening and closing is detected and recorded in the system separately. It gives 2 outputs, which one of them is how many times the door was opened and the other one is how many times it was closed, in every hour(default). This sensor is compatible with LoRaWAN technology. The standard version of this sensor is powered by one replaceable 3.6 V AA sized battery (included with purchase)..   
 Estimated Shipment: Max. 15 days. — OR —. NETOP Magnetic Door Counter sensor is a long range wireless sensor which counts door opening-closing by using magnetic add-on. Each opening and closing is detected and recorded in the system separately. It gives 2 outputs, which one of them is how many times the door was opened and the other one is how many times it was closed, in every hour(default). This sensor is compatible with LoRaWAN technology. The standard version of this sensor is powered by one replaceable 3.6 V AA sized battery (included with purchase).. IP65 (Standard), IP67. AS923, AU915, EU868, IN865, KR920, US915. 3.6V Li-SOCl2 (AA size 1x), 3.6V Li-SOCl2 (AA size 2x), Solar Rechargeable Battery, Solar-USB-Wireless Rechargeable Battery, Solar-Wireless Rechargeable Battery, USB Rechargeable Battery, Wireless Rechargeable Battery. 
			LoRaWan Devices		. ACCELEROMETER-LR. 
			LoRaWan Devices		. BUTTON-LR. 
			LoRaWan Devices		. PT100 TEMPERATURE-LR. 
			LoRaWan Devices		. MANHOLE SENSOR-LR. NetOP EURO B.V.Westerstraat 2A1156AB MARKENTHE NETHERLANDS. +31 629 180 583 - [Only for sales not for support][Available Office Hours: EU Time between 07:00 – 16:00 in weekdays]. support@iot-shops.com[Support will get back to usually within 24-48 hours]. 
Username or email address *
 . 
Password *

. 

 Remember me

 Log in
. 
Lost your password?
. 
Email address *
 . A password will be sent to your email address.. Your personal data will be used to support your experience throughout this website, to manage access to your account, and for other purposes described in our privacy policy.. 
 Register
. ",0
43,"No products in the cart.. No products in the cart.. 
€123.00 – €253.00. NETOP 3 Phase Current Meter is a long range wireless sensor which can be used for monitoring current usages. This sensor is fully compatible with LoRaWAN technology. The standard version of this sensor is powered by one replaceable 3.6 V AA sized battery (included with purchase). Please remember to choose your current transformer, for more information please have a look at datasheet on Page 2 . You will have 3 current transformers with your order..   
 Estimated Shipment: Max. 15 days. — OR —. NETOP 3 Phase Current Meter is a long range wireless sensor which can be used for monitoring current usages. This sensor is fully compatible with LoRaWAN technology. The standard version of this sensor is powered by one replaceable 3.6 V AA sized battery (included with purchase). Please remember to choose your current transformer, for more information please have a look at datasheet on Page 2 . You will have 3 current transformers with your order.. IP65 (Standard), IP67. 3.6V Li-SOCl2 (AA size 1x), 3.6V Li-SOCl2 (AA size 2x), Solar Rechargeable Battery, Solar-USB-Wireless Rechargeable Battery, Solar-Wireless Rechargeable Battery, USB Rechargeable Battery, Wireless Rechargeable Battery. 150A, 300A, 600A, 75A. 
			LoRaWan Devices		. PT100 TEMPERATURE-LR. 
			NB-IoT Devices		. PT100 TEMPERATURE-NB. 
			NB-IoT Devices		. TEMPERATURE AND HUMIDITY-NB. 
			LoRaWan Devices		. ACCELEROMETER AND GYROSCOPE-LR. NetOP EURO B.V.Westerstraat 2A1156AB MARKENTHE NETHERLANDS. +31 629 180 583 - [Only for sales not for support][Available Office Hours: EU Time between 07:00 – 16:00 in weekdays]. support@iot-shops.com[Support will get back to usually within 24-48 hours]. 
Username or email address *
 . 
Password *

. 

 Remember me

 Log in
. 
Lost your password?
. 
Email address *
 . A password will be sent to your email address.. Your personal data will be used to support your experience throughout this website, to manage access to your account, and for other purposes described in our privacy policy.. 
 Register
. ",0
44,"No products in the cart.. No products in the cart.. 
€81.00 – €177.00. NETOP Dry Contact sensor is a long range wireless sensor which can be used to detect contact between two wired contact points. This sensor can allow to use up to 4 Dry Contact inputs(such as open-close sensors and switches) with it. So the device provides LPWAN connectivity to your Dry contact outputs and make them connected device(s) as a real plug&play. It sends message which give information about every dry contact inputs’ status when any of them is changed. This sensor is fully compatible with LoRaWAN technology. The standard version of this sensor is powered by one replaceable 3.6 V AA sized battery (included with purchase)..   
 Estimated Shipment: Max. 15 days. — OR —. NETOP Dry Contact sensor is a long range wireless sensor which can be used to detect contact between two wired contact points. This sensor can allow to use up to 4 Dry Contact inputs(such as open-close sensors and switches) with it. So the device provides LPWAN connectivity to your Dry contact outputs and make them connected device(s) as a real plug&play. It sends message which give information about every dry contact inputs’ status when any of them is changed. This sensor is fully compatible with LoRaWAN technology. The standard version of this sensor is powered by one replaceable 3.6 V AA sized battery (included with purchase).. IP65 (Standard), IP67. AS923, AU915, EU868, IN865, KR920, US915. 3.6V Li-SOCl2 (AA size 1x), 3.6V Li-SOCl2 (AA size 2x), Solar Rechargeable Battery, Solar-USB-Wireless Rechargeable Battery, Solar-Wireless Rechargeable Battery, USB Rechargeable Battery, Wireless Rechargeable Battery. 
			NB-IoT Devices		. 3 PHASE CURRENT METER-NB. 
			NB-IoT Devices		. DOOR COUNTER-NB. 
			NB-IoT Devices		. PIR SENSOR-NB. 
			LoRaWan Devices		. TILT SWITCH-LR. NetOP EURO B.V.Westerstraat 2A1156AB MARKENTHE NETHERLANDS. +31 629 180 583 - [Only for sales not for support][Available Office Hours: EU Time between 07:00 – 16:00 in weekdays]. support@iot-shops.com[Support will get back to usually within 24-48 hours]. 
Username or email address *
 . 
Password *

. 

 Remember me

 Log in
. 
Lost your password?
. 
Email address *
 . A password will be sent to your email address.. Your personal data will be used to support your experience throughout this website, to manage access to your account, and for other purposes described in our privacy policy.. 
 Register
. ",0
45,"No products in the cart.. No products in the cart.. 
€87.00 – €174.00. NETOP Magnetometer sensor is a long range wireless sensor which can be used to monitor magnetic field and it gives 3-axis magnetic field values as an output. This sensor is compatible with LoRaWAN technology. The standard version of this sensor is powered by one replaceable 3.6 V AA sized battery (included with purchase)..   
 Estimated Shipment: Max. 15 days. — OR —. NETOP Magnetometer sensor is a long range wireless sensor which can be used to monitor magnetic field and it gives 3-axis magnetic field values as an output. This sensor is compatible with LoRaWAN technology. The standard version of this sensor is powered by one replaceable 3.6 V AA sized battery (included with purchase).. IP65 (Standard), IP67. AS923, AU915, EU868, IN865, KR920, US915. 3.6V Li-SOCl2 (AA size 1x), 3.6V Li-SOCl2 (AA size 2x), Solar Rechargeable Battery, Solar-USB-Wireless Rechargeable Battery, Solar-Wireless Rechargeable Battery, USB Rechargeable Battery, Wireless Rechargeable Battery. 
			LoRaWan Devices		. MANHOLE SENSOR-LR. 
			LoRaWan Devices		. ACCELEROMETER AND GYROSCOPE-LR. 
			LoRaWan Devices		. SHAKING SENSOR-LR. 
			NB-IoT Devices		. DOOR COUNTER-NB. NetOP EURO B.V.Westerstraat 2A1156AB MARKENTHE NETHERLANDS. +31 629 180 583 - [Only for sales not for support][Available Office Hours: EU Time between 07:00 – 16:00 in weekdays]. support@iot-shops.com[Support will get back to usually within 24-48 hours]. 
Username or email address *
 . 
Password *

. 

 Remember me

 Log in
. 
Lost your password?
. 
Email address *
 . A password will be sent to your email address.. Your personal data will be used to support your experience throughout this website, to manage access to your account, and for other purposes described in our privacy policy.. 
 Register
. ",0
46,"No products in the cart.. No products in the cart.. 
€95.00 – €176.00. NETOP PIR sensor is a long range wireless sensor which uses an infrared sensing technology to accurately detect movements made by people within 1 m range. And it sends data when both the movement stars and finishes separately. This sensor is compatible with LoRaWAN technology. The standard version of this sensor is powered by one replaceable 3.6 V AA sized battery (included with purchase)..   
 Estimated Shipment: Max. 15 days. — OR —. NETOP PIR sensor is a long range wireless sensor which uses an infrared sensing technology to accurately detect movements made by people within 1 m range. And it sends data when both the movement stars and finishes separately. This sensor is compatible with LoRaWAN technology. The standard version of this sensor is powered by one replaceable 3.6 V AA sized battery (included with purchase).. IP65 (Standard), IP67. AS923, AU915, EU868, IN865, KR920, US915. 3.6V Li-SOCl2 (AA size 1x), 3.6V Li-SOCl2 (AA size 2x), Solar Rechargeable Battery, Solar-USB-Wireless Rechargeable Battery, Solar-Wireless Rechargeable Battery, USB Rechargeable Battery, Wireless Rechargeable Battery. 
			LoRaWan Devices		. ACCELEROMETER AND GYROSCOPE-LR. 
			NB-IoT Devices		. PT100 TEMPERATURE-NB. 
			NB-IoT Devices		. MANHOLE SENSOR-NB. 
			LoRaWan Devices		. SHAKING SENSOR-LR. NetOP EURO B.V.Westerstraat 2A1156AB MARKENTHE NETHERLANDS. +31 629 180 583 - [Only for sales not for support][Available Office Hours: EU Time between 07:00 – 16:00 in weekdays]. support@iot-shops.com[Support will get back to usually within 24-48 hours]. 
Username or email address *
 . 
Password *

. 

 Remember me

 Log in
. 
Lost your password?
. 
Email address *
 . A password will be sent to your email address.. Your personal data will be used to support your experience throughout this website, to manage access to your account, and for other purposes described in our privacy policy.. 
 Register
. ",0
